src/types/film.types.ts	AUDITED	0	0	1	0	no
src/types/profile.types.ts	AUDITED	0	0	1	0	no
src/types/social.types.ts	AUDITED	0	0	0	0	yes
src/types/tmdb.types.ts	AUDITED	0	0	0	0	yes
src/types/moderation.ts	AUDITED	0	0	0	0	yes
src/types/mutations.ts	AUDITED	0	0	0	1	yes
src/types/ui.types.ts	AUDITED	0	0	0	0	yes
src/types/index.ts	AUDITED	0	0	0	0	yes
src/types/flash-list.d.ts	AUDITED	0	1	0	0	no
src/types/expo-image.d.ts	AUDITED	0	0	0	0	yes
src/types/mmkv.d.ts	AUDITED	0	0	0	0	yes
src/types/react-native.d.ts	AUDITED	0	0	0	0	yes
src/types/react-native-purchases.d.ts	AUDITED	0	0	1	0	no
src/types/DEPRECATION_GUIDE.md	AUDITED	0	0	0	0	yes
src/constants/deepLinks.ts	AUDITED	0	0	0	0	yes
src/constants/membership.ts	AUDITED	0	0	0	1	no
src/constants/textScaling.ts	AUDITED	0	0	0	0	yes
src/constants/cacheKeys.ts	AUDITED	0	0	0	0	yes
src/constants/formats.ts	AUDITED	0	0	0	0	yes
src/constants/index.ts	AUDITED	0	0	0	1	no
src/theme/theme.ts	AUDITED	0	0	0	1	yes
src/theme/shaders.ts	AUDITED	0	0	0	0	yes
src/theme/authStyles.ts	AUDITED	0	0	0	0	yes
src/schemas/user.ts	AUDITED	0	0	0	0	yes
src/schemas/feed.schema.ts	AUDITED	0	0	0	1	yes
src/schemas/dossier.schema.ts	AUDITED	0	0	0	0	yes
src/schemas/film.schema.ts	AUDITED	0	0	0	1	yes
src/schemas/profile.schema.ts	AUDITED	0	0	0	0	yes
src/schemas/profile.ts	AUDITED	0	0	0	1	no
src/schemas/settings.ts	AUDITED	0	0	0	1	yes
src/schemas/index.ts	AUDITED	0	0	0	0	yes
src/lib/supabase.ts	AUDITED	0	0	0	0	yes
src/lib/revenueCat.ts	AUDITED	0	0	2	0	no
src/lib/defensiveParse.ts	AUDITED	0	0	0	1	yes
src/lib/invariants.ts	AUDITED	0	0	0	0	yes
src/lib/queryClient.ts	AUDITED	0	0	0	0	yes
src/lib/sentry.ts	AUDITED	0	0	0	0	yes
src/lib/schemas.ts	AUDITED	0	0	0	1	yes
src/lib/scrollBridge.ts	AUDITED	0	0	0	0	yes
src/lib/pushNotifications.ts	AUDITED	0	0	0	0	yes
src/lib/tmdb.ts	AUDITED	0	0	0	0	yes
src/utils/AppError.ts	AUDITED	0	0	0	1	yes
src/utils/TactileEngine.ts	AUDITED	0	0	0	0	yes
src/utils/apiCircuitBreaker.ts	AUDITED	0	0	0	0	yes
src/utils/concurrencyScope.ts	AUDITED	0	0	0	0	yes
src/utils/csv.ts	AUDITED	0	0	0	0	yes
src/utils/dateUtils.ts	AUDITED	0	0	0	0	yes
src/utils/debounce.ts	AUDITED	0	0	0	0	yes
src/utils/dossierReconciliation.ts	AUDITED	0	0	0	0	yes
src/utils/escapeSearchPattern.ts	AUDITED	0	0	0	0	yes
src/utils/filterContentByBlocks.ts	AUDITED	0	0	0	0	yes
src/utils/groupNotifications.ts	AUDITED	0	0	0	0	yes
src/utils/html.ts	AUDITED	0	0	0	0	yes
src/utils/imagePrefetcher.ts	AUDITED	0	0	0	0	yes
src/utils/linking.ts	AUDITED	0	0	0	0	yes
src/utils/logger.ts	AUDITED	0	0	0	0	yes
src/utils/mappers.ts	AUDITED	0	0	0	0	yes
src/utils/memoryManager.ts	AUDITED	0	0	0	0	yes
src/utils/mutationExecutor.ts	AUDITED	0	0	0	1	yes
src/utils/navigationSnapshot.ts	AUDITED	0	0	0	0	yes
src/utils/networkError.ts	AUDITED	0	0	1	0	yes
src/utils/offlineQueue.ts	AUDITED	0	0	1	1	yes
src/utils/performanceMonitor.ts	AUDITED	0	0	0	0	yes
src/utils/qos.ts	AUDITED	0	0	0	0	yes
src/utils/reelToast.ts	AUDITED	0	0	0	0	yes
src/utils/requestReview.ts	AUDITED	0	0	0	0	yes
src/utils/safeParse.ts	AUDITED	0	0	0	0	yes
src/utils/sanitize.ts	AUDITED	0	0	0	0	yes
src/utils/sanitizeInput.ts	AUDITED	0	0	0	0	yes
src/utils/storyExporter.ts	AUDITED	0	0	0	0	yes
src/utils/text.ts	AUDITED	0	0	0	0	yes
src/utils/tier.ts	AUDITED	0	0	0	0	yes
src/utils/timeAgo.ts	AUDITED	0	0	0	1	yes
src/utils/typedRouter.ts	AUDITED	0	0	0	0	yes
src/utils/validateUsername.ts	AUDITED	0	0	0	0	yes
src/utils/validateWithTelemetry.ts	AUDITED	0	0	0	0	yes
src/utils/withAbortSignal.ts	AUDITED	0	0	0	0	yes
src/utils/withRetry.ts	AUDITED	0	0	0	0	yes
src/utils/withTimeout.ts	AUDITED	0	0	0	1	yes
src/services/AuthService.ts	AUDITED	0	0	0	0	yes
src/services/InteractionService.ts	AUDITED	0	0	0	0	yes
src/services/ModerationService.ts	AUDITED	0	0	0	0	yes
src/services/ProfileWriteService.ts	AUDITED	0	0	0	1	yes
src/services/FeedService.ts	AUDITED	0	0	0	0	yes
src/services/ProfileDataService.ts	AUDITED	0	0	0	1	yes
src/services/LogService.ts	AUDITED	0	0	0	0	yes
src/services/StackService.ts	AUDITED	0	0	1	0	yes
src/services/DossierService.ts	AUDITED	0	0	0	0	yes
